19.44,19.88,19.80,19.88,19.88,19.80,19.80,20.02,19.80,19.88,19.80,19.80,19.58,19.58,19.58,19.58,19.34,19.12,19.05,19.05,18.83,18.59,18.38,18.25,18.16,17.80,17.72,17.28,17.05,16.48,15.16,13.47,13.17,13.03,12.38,12.38,12.38,12.59,12.50,12.50,12.14,12.06,12.14,12.50,12.50,12.38,12.59,12.38,12.28,12.28,12.38,12.14,12.06,12.38,12.06,12.38,12.14,12.06,12.14,11.92,12.38,12.38,12.06,12.06,12.38,12.28,12.06,12.06,12.14,12.14,12.50,12.38,11.80,12.14,12.06,12.38,12.06,12.38,12.38,11.80,12.38,12.14,12.38,12.38,12.28,12.28,12.06,11.80,12.06,12.06,12.28,12.06,12.38,12.50,12.14,12.06,12.28,12.28,12.06,12.28,12.28,12.50,12.28,12.28,12.38,11.80,12.14,12.14,11.80,12.50,12.06,12.06,12.14,12.38,12.28,12.14,12.06,12.28,12.14,12.28,12.06,12.06,12.38,11.92,11.92,12.28,12.06,12.50,12.38,12.06,12.06,12.14,12.59,12.14,12.38,12.06,12.38,12.14,12.50,12.38,12.38,12.06,12.28,12.06,12.06,12.14,12.28,11.92,12.50,12.28,12.14,12.38,12.50,12.14,12.38,12.38,12.28,12.38,12.38,12.38,12.38,12.38,12.50,12.28,12.14,12.38,12.38,12.38,12.38,12.28,12.06,12.59,12.38,12.28,11.80,12.28,12.38,12.06,12.14,12.06,12.14,12.38,12.06,12.28,12.14,12.38,12.14,12.38,12.38,12.14,12.38,12.14,12.28,12.14,12.38,12.28,12.28,12.14,12.38,12.38,12.06,12.06,12.14,12.14,11.92,466.03,12.06,12.06,11.80,12.38,12.50,12.38,11.92,12.06,12.38,12.06,12.14,12.28,12.38,11.92,12.06,12.14,12.06,12.06,12.28,12.06,12.28,12.14,12.50,12.50,12.38,12.50,12.38,12.38,12.72,12.38,12.38,12.59,12.50,12.94,12.72,12.59,12.72,12.72,12.94,12.81,13.03,12.72,12.94,13.03,12.81,12.81,13.03,13.03,13.03,12.81
12.94,19.88,19.58,19.66,20.02,19.58,19.80,19.80,19.80,19.66,19.88,19.58,19.22,19.44,19.34,19.05,19.34,19.05,18.69,18.59,18.83,18.25,18.38,18.59,17.94,17.80,17.80,17.72,17.50,17.36,16.48,15.06,13.61,13.03,12.81,12.59,12.38,12.38,12.59,12.06,12.14,12.28,12.28,12.38,12.38,12.38,12.06,12.38,12.38,12.14,11.92,12.28,12.06,11.92,12.06,12.28,12.14,12.14,11.80,11.80,12.06,12.06,11.92,12.28,12.06,12.06,12.06,12.06,12.06,11.92,12.06,12.14,12.14,12.38,12.50,12.14,12.06,12.06,12.06,11.92,12.50,12.06,11.92,12.06,12.06,11.80,12.06,12.06,11.80,12.06,12.28,12.06,12.14,11.80,12.06,12.28,12.06,12.14,12.06,12.38,12.50,12.06,12.28,12.28,12.38,12.06,12.06,12.38,12.14,12.38,12.38,12.38,12.28,12.28,12.14,12.06,11.92,12.38,12.14,12.14,12.28,12.14,12.38,12.06,12.50,11.92,12.38,12.14,12.28,12.38,12.14,12.28,12.06,12.28,12.38,12.06,12.28,12.38,12.06,12.14,12.06,12.28,12.14,12.38,12.50,12.28,12.28,12.59,12.38,12.14,12.38,12.59,12.28,12.38,12.38,12.38,12.28,12.06,12.50,12.50,12.50,12.50,12.72,12.38,12.38,12.38,12.50,12.59,12.28,12.50,12.14,12.28,12.14,12.28,12.06,12.38,12.06,12.38,12.38,12.50,12.14,12.14,12.38,12.38,12.50,12.06,12.28,12.06,12.14,12.06,12.28,12.38,12.14,12.14,12.06,12.06,12.28,12.14,12.06,12.50,12.06,12.28,12.14,11.92,12.38,12.06,11.80,12.14,12.06,12.38,12.06,12.14,12.28,12.14,12.06,12.38,12.06,12.06,12.28,11.92,12.06,12.38,12.28,12.06,12.06,12.38,12.06,12.06,12.38,12.38,12.50,12.14,12.38,12.38,12.06,12.38,12.38,12.50,12.72,12.72,12.50,12.50,12.94,12.72,12.59,12.81,12.59,12.72,12.94,13.03,13.03,12.72,13.25,13.17,12.94,12.94
13.17,19.80,19.66,19.66,19.88,19.80,19.66,19.66,19.58,19.80,19.80,19.80,19.34,19.34,19.12,19.44,18.91,19.22,19.12,18.83,18.59,18.38,18.47,18.03,18.25,18.16,17.72,17.72,17.72,17.28,16.25,14.94,13.47,12.94,12.72,12.38,12.28,12.28,12.50,12.59,12.38,12.38,11.92,12.14,12.28,12.28,12.28,12.06,12.14,12.38,12.28,12.06,12.06,12.14,12.06,12.14,11.80,12.14,11.80,12.06,11.80,12.28,11.92,12.14,11.92,12.28,12.06,11.92,12.06,12.28,12.06,12.38,12.14,12.28,12.14,12.38,12.06,12.28,12.28,12.06,12.28,12.06,12.06,12.14,12.38,12.38,12.28,12.38,11.80,12.28,12.38,12.06,11.92,12.38,12.06,12.28,11.80,12.38,12.28,12.28,12.50,12.50,12.14,11.92,12.38,12.38,12.14,12.14,12.06,12.38,12.28,12.06,12.38,12.06,12.28,12.06,12.06,12.50,12.06,12.14,12.38,12.06,12.14,12.06,12.06,12.38,12.28,12.28,12.50,12.28,12.14,11.92,12.50,12.14,12.06,11.92,12.28,12.59,12.50,12.38,12.38,12.28,12.50,12.38,12.28,12.38,12.28,12.50,12.14,12.06,12.28,12.38,12.38,12.38,12.28,12.50,12.38,12.59,12.38,12.14,12.38,12.38,12.59,12.38,12.50,12.38,12.28,12.50,12.28,12.38,12.14,12.50,12.59,12.38,12.38,12.28,12.06,12.50,12.38,12.28,12.14,12.38,12.50,12.28,12.38,12.28,12.38,12.38,12.14,12.28,12.28,12.06,12.28,12.06,12.06,12.28,12.06,12.06,12.06,12.28,12.06,11.80,12.06,12.14,12.28,12.06,12.06,12.06,12.28,12.28,12.28,12.28,12.38,12.28,12.06,12.06,11.92,12.14,12.06,11.92,12.14,12.38,12.59,12.14,12.50,12.14,12.50,12.14,12.50,12.59,12.38,12.14,12.14,12.28,12.28,12.28,12.59,12.50,12.38,12.38,12.50,12.72,12.59,12.81,12.81,12.72,12.81,12.94,12.94,12.72,13.03,12.81,13.25,13.17,13.03,13.03
13.03,19.44,19.66,19.66,19.88,19.58,19.66,19.58,19.58,19.58,19.58,19.34,19.44,19.22,19.22,19.12,18.91,18.91,18.83,18.47,18.69,18.47,18.03,18.03,18.03,17.94,18.25,17.94,17.80,17.50,16.25,14.70,13.39,12.72,12.59,12.50,12.28,12.50,12.50,12.38,12.59,12.59,12.38,12.38,12.38,12.14,12.14,11.92,12.06,12.38,12.14,12.38,12.14,12.28,12.06,12.06,12.14,12.06,12.06,11.80,12.38,12.06,12.06,12.06,12.14,12.14,12.28,12.28,12.14,12.14,12.38,12.14,12.14,12.06,12.38,12.14,12.28,12.14,12.06,12.28,12.06,12.14,12.06,12.06,12.06,12.06,12.06,12.06,12.06,12.38,12.28,12.28,12.28,12.28,12.38,12.28,12.28,12.28,12.38,12.06,12.06,12.06,12.38,12.38,12.28,12.28,12.14,12.28,12.06,12.28,12.38,11.92,12.28,12.38,12.50,12.14,12.38,12.14,12.14,11.80,12.14,12.06,12.06,12.28,12.28,12.06,12.28,12.38,12.28,11.92,12.06,12.14,12.28,11.92,12.14,12.14,12.06,12.38,12.06,12.72,12.59,12.14,12.28,12.38,12.38,12.28,12.28,12.38,12.28,12.28,12.50,12.28,12.38,12.38,12.59,12.14,12.38,12.28,12.59,12.38,12.50,12.38,12.38,12.38,12.28,12.28,12.50,12.50,12.38,12.38,12.38,12.50,12.38,12.38,12.28,12.72,12.50,12.28,12.38,12.38,12.50,12.28,12.38,12.50,12.38,12.28,12.14,12.14,12.28,12.14,12.38,12.14,12.38,12.38,12.38,12.06,12.38,12.50,12.38,12.50,12.38,12.06,12.14,12.06,12.06,12.38,12.06,12.14,11.92,12.06,12.14,12.06,12.50,12.38,11.92,12.28,12.06,12.28,12.38,12.38,12.06,12.06,12.28,12.50,12.14,12.06,12.14,12.38,12.38,12.28,12.06,12.50,12.38,12.38,12.14,12.38,12.28,12.59,12.38,12.50,12.59,12.59,12.72,12.59,12.81,12.72,12.72,12.59,12.72,12.72,12.81,13.03,12.94,13.03,13.03,12.81
12.94,19.80,19.80,19.58,19.80,19.58,19.66,19.80,19.44,19.58,19.80,19.22,19.34,19.44,19.12,19.22,18.83,18.59,18.38,18.25,18.47,18.38,18.25,18.03,17.94,18.03,18.03,18.03,17.72,17.28,15.95,14.19,13.03,12.59,12.59,12.38,12.59,12.28,12.38,12.14,12.14,12.14,12.28,12.14,12.14,12.59,12.06,11.92,12.28,12.06,11.92,12.06,11.92,12.06,12.14,12.06,12.14,12.38,11.92,12.06,12.06,12.38,12.14,12.06,12.50,12.06,12.28,12.14,12.06,12.38,12.38,12.06,12.06,12.38,11.92,12.28,12.06,12.06,12.06,12.06,12.38,11.92,11.70,11.92,12.14,12.06,12.14,12.06,12.06,12.14,12.06,12.14,12.06,12.14,12.38,12.06,12.06,11.80,12.14,12.14,12.14,12.06,11.92,12.06,12.06,12.28,12.28,12.14,12.38,12.28,12.14,12.14,12.38,12.28,12.38,12.14,12.06,12.14,12.28,11.80,12.14,11.92,11.92,12.06,12.14,11.92,12.06,12.28,12.28,12.06,12.28,12.14,12.14,12.28,12.38,11.92,12.06,12.06,12.28,12.28,12.28,12.14,12.50,12.14,12.38,12.38,12.14,12.28,12.28,12.06,12.28,12.14,12.28,12.14,12.38,12.50,12.38,12.38,12.38,12.14,12.06,12.14,12.50,12.28,12.14,12.38,12.38,12.06,12.38,12.38,12.14,12.28,12.50,12.38,12.50,12.59,12.38,12.06,12.06,12.38,12.28,12.14,12.38,12.14,12.14,12.06,12.14,12.38,12.14,12.28,12.06,12.06,12.06,12.06,12.06,12.06,12.06,12.06,12.06,12.06,12.06,12.06,12.14,12.38,11.80,12.06,12.06,12.28,11.92,11.80,12.38,12.28,11.92,12.06,12.06,12.14,12.14,12.06,12.28,12.14,11.80,12.38,12.06,12.38,12.06,11.92,12.38,12.14,12.38,12.38,12.50,12.28,12.50,12.06,12.14,12.38,12.14,12.50,12.06,12.50,12.50,12.50,12.38,12.38,12.59,12.72,12.72,12.72,12.81,12.81,12.94,12.72,12.94,13.03,12.94,12.59
12.81,19.66,19.80,19.80,19.58,19.58,19.58,19.66,19.44,19.34,19.34,19.44,19.12,19.44,19.05,18.91,18.83,18.59,18.47,18.38,18.38,18.16,17.94,18.03,18.03,18.16,18.38,18.47,17.50,17.14,15.59,14.19,13.17,12.72,12.50,12.28,12.06,12.14,12.38,12.28,12.06,12.06,12.06,12.14,12.50,12.14,12.38,12.06,12.28,12.06,12.14,12.06,12.06,12.28,12.14,12.38,12.28,12.06,12.38,12.50,12.38,12.06,12.14,12.14,12.38,12.38,12.14,12.28,11.92,12.06,12.06,12.28,11.92,12.38,12.06,12.14,12.06,12.28,12.28,12.50,12.06,12.50,12.14,12.06,12.06,12.28,12.38,12.06,12.14,12.14,12.28,12.06,12.38,12.38,12.28,12.14,12.38,12.38,12.38,12.14,11.80,12.38,12.50,12.38,12.38,12.14,12.38,12.28,12.38,12.06,12.28,12.06,12.14,12.28,12.50,12.38,12.28,12.06,12.14,11.92,12.50,12.38,12.06,12.28,12.28,11.92,12.38,12.06,12.06,12.06,12.06,12.06,12.06,12.14,12.38,12.06,12.14,12.06,12.38,12.38,12.38,12.50,12.50,12.38,12.38,12.28,12.38,12.14,12.38,12.14,12.38,12.06,12.50,12.38,12.50,12.50,12.38,12.28,12.38,12.72,12.14,12.59,12.38,12.50,12.28,12.14,12.28,12.38,12.14,12.50,12.59,12.38,12.38,12.38,12.38,12.06,12.28,12.38,12.50,12.38,12.38,12.38,12.28,12.06,12.06,12.38,12.38,12.38,12.28,12.06,12.38,12.28,12.38,12.28,12.38,12.38,12.14,12.38,12.28,12.28,12.59,12.38,12.06,12.06,12.06,12.06,12.50,12.38,12.38,12.14,12.28,12.59,12.38,12.06,12.38,12.14,12.06,12.14,12.14,12.38,12.28,12.38,12.14,12.38,12.38,12.06,12.14,12.28,12.38,12.38,12.38,12.38,12.14,12.50,12.38,12.50,12.38,12.14,12.50,12.28,12.06,12.50,12.38,12.81,12.38,12.72,12.81,12.50,12.50,12.94,13.03,13.17,13.03,13.25,13.39,13.03
12.72,20.02,19.44,19.58,19.66,19.88,19.58,19.58,19.44,19.44,19.80,19.44,19.22,19.12,19.05,18.91,18.69,18.69,18.47,18.25,18.47,18.16,18.16,18.38,18.16,18.38,18.59,18.38,17.58,16.70,15.59,14.19,12.94,12.50,12.59,12.50,12.50,12.38,12.38,12.06,12.06,12.50,12.14,12.14,11.80,12.14,12.38,12.06,11.92,12.28,12.14,12.38,12.38,12.38,12.06,12.28,12.06,12.06,12.14,12.14,12.14,12.14,12.28,12.28,12.06,12.38,12.38,12.06,12.06,12.06,12.28,11.80,12.38,12.38,12.28,12.06,12.06,12.38,11.92,12.28,12.06,12.14,12.14,12.14,12.28,12.06,12.38,12.50,12.14,12.28,12.14,12.14,12.14,12.38,12.28,12.14,12.38,12.38,12.50,12.59,12.59,12.38,12.38,12.38,12.14,12.38,12.38,12.38,12.38,12.38,12.50,12.38,12.28,12.50,12.38,12.38,12.38,12.14,12.38,12.28,12.14,12.38,12.50,12.28,12.14,12.38,12.38,12.38,12.28,12.38,12.06,12.14,12.38,12.14,12.14,12.38,12.38,12.38,12.28,12.38,12.38,12.50,12.50,12.28,12.38,12.38,12.38,12.38,12.06,12.38,12.50,12.38,12.38,12.38,12.50,12.38,12.50,12.50,12.50,12.14,12.38,12.38,12.38,12.28,12.28,12.06,11.92,12.28,12.28,12.38,12.50,12.50,12.38,12.50,12.50,12.59,12.38,12.50,12.14,12.28,12.50,12.38,12.28,12.28,12.38,12.38,12.38,12.28,12.38,12.14,12.06,12.38,12.38,12.38,12.28,12.06,12.06,12.38,12.14,12.38,12.28,12.38,12.14,12.28,12.06,12.28,12.06,12.14,11.92,12.14,12.38,12.50,12.38,12.14,12.14,12.14,12.06,12.38,12.38,12.14,12.38,12.38,12.38,12.38,12.28,12.38,12.14,12.06,12.38,12.28,12.14,12.28,12.38,12.38,12.38,12.38,12.38,12.38,12.14,12.38,12.28,12.59,12.50,12.50,12.38,12.59,12.72,12.72,12.59,12.94,13.03,13.17,13.25,13.25,13.17,12.94
12.72,19.44,19.80,19.88,19.66,19.80,19.66,19.58,19.44,19.34,19.80,19.22,19.22,18.83,18.83,18.83,18.83,18.38,18.47,18.47,18.38,17.94,18.16,18.25,18.47,18.69,18.83,18.25,17.58,16.48,15.50,13.73,12.81,12.59,12.28,12.28,12.28,12.50,12.50,12.59,12.50,12.50,12.28,12.50,12.06,12.38,12.38,12.06,12.14,12.28,12.38,12.14,12.14,12.28,12.06,12.38,12.50,12.14,12.06,12.14,12.14,12.14,12.38,12.38,12.38,12.38,12.06,12.38,12.06,12.06,12.38,12.28,12.38,12.06,12.28,12.50,12.06,12.38,12.59,12.28,12.38,12.50,12.28,12.38,12.50,12.28,12.38,12.59,12.38,12.28,12.28,12.14,12.28,12.06,12.50,12.14,12.14,12.06,12.38,12.38,12.06,12.06,12.28,12.50,12.38,12.28,12.38,12.38,12.38,12.38,12.38,12.28,12.14,12.14,12.38,12.38,12.28,12.14,12.38,12.50,12.38,12.06,12.38,12.14,12.50,12.28,12.38,12.50,12.28,12.38,12.38,12.06,12.38,12.38,12.06,12.28,12.38,12.38,12.14,12.28,12.38,12.38,12.50,12.38,12.50,12.50,12.50,12.38,12.38,12.50,12.38,12.38,12.59,12.50,12.38,12.50,12.50,12.38,12.72,12.38,12.50,12.38,12.50,12.38,12.50,12.14,12.50,12.38,12.38,12.38,12.28,12.28,12.72,12.50,12.50,12.50,12.38,12.38,12.28,12.38,12.59,12.59,12.50,12.38,12.72,12.50,12.50,12.38,12.14,12.38,12.50,12.28,12.59,12.50,12.38,12.50,12.38,12.28,12.28,12.28,12.38,12.28,12.38,12.38,12.38,12.38,12.50,12.38,12.06,12.38,12.06,12.38,12.14,12.38,12.59,12.28,12.14,12.38,12.28,12.28,12.14,12.38,11.92,12.28,12.38,12.14,12.38,12.50,12.72,12.38,12.72,12.28,12.14,12.59,12.59,12.59,12.59,12.50,12.38,12.06,12.38,12.06,12.50,12.38,12.50,12.50,12.59,12.59,12.50,12.59,12.81,13.03,12.81,12.94,13.17,13.03
12.81,19.80,19.58,19.66,19.58,19.80,19.58,19.22,19.34,19.44,19.66,19.22,19.12,19.05,19.05,18.83,18.83,18.38,18.38,18.16,18.25,18.25,18.25,18.38,18.91,18.83,18.91,18.25,17.50,16.39,15.16,13.47,12.81,12.81,12.59,12.38,12.38,12.50,12.28,12.38,12.38,12.59,12.28,12.14,12.38,12.14,12.59,12.50,12.38,12.38,12.50,12.06,12.06,12.50,12.38,12.59,12.38,12.28,12.38,12.38,12.38,12.38,12.14,12.14,12.38,12.06,12.14,12.38,12.38,12.28,12.38,12.50,12.06,12.14,12.14,12.28,12.06,12.50,12.50,12.38,12.38,12.38,12.28,12.59,12.50,12.59,12.59,12.38,12.28,12.28,12.38,12.38,12.28,12.38,12.28,12.28,12.50,12.06,12.38,12.50,12.50,12.50,12.38,12.38,12.28,12.38,12.38,12.38,12.38,12.14,12.59,12.38,12.50,12.50,12.38,12.28,12.72,12.06,12.50,12.38,12.50,12.38,12.28,12.38,12.14,12.38,12.28,12.59,12.38,12.38,12.38,12.59,12.38,12.28,12.38,12.28,12.50,12.38,12.38,12.38,12.38,12.59,12.50,12.38,12.38,12.50,12.72,12.72,12.59,12.72,12.50,12.38,12.38,12.38,12.50,12.38,12.81,12.81,12.38,12.38,12.59,12.38,12.38,12.50,12.50,12.59,12.38,12.72,12.59,12.38,12.59,12.50,12.50,12.38,12.38,12.72,12.50,12.59,12.50,12.50,12.28,12.50,12.14,12.38,12.38,12.28,12.28,12.59,12.38,12.06,12.28,12.38,12.38,12.38,12.38,12.59,12.38,12.72,12.38,12.14,12.38,12.06,12.14,12.28,12.14,12.59,12.50,12.06,12.38,12.38,12.50,12.38,12.38,12.14,12.50,12.50,12.59,12.28,12.28,12.38,12.14,12.38,12.14,12.38,12.28,12.28,12.59,12.38,12.50,12.38,12.28,12.59,12.38,12.38,12.50,12.38,12.38,12.38,12.72,12.38,12.38,12.28,12.38,12.50,12.72,12.50,12.81,12.72,12.81,12.81,13.03,13.03,13.25,12.94,13.03,13.03
12.94,19.58,19.58,19.66,19.58,19.58,19.22,19.12,19.12,19.05,19.34,19.12,19.05,19.05,18.69,18.59,18.69,18.38,18.59,18.16,18.03,18.38,18.16,18.59,19.05,19.05,18.59,17.94,17.05,16.39,14.70,13.47,12.72,12.50,12.72,12.14,12.14,12.38,12.50,12.28,12.38,12.59,12.28,12.28,12.06,12.28,12.38,12.06,12.06,12.28,12.06,12.28,12.28,12.38,12.38,12.28,11.92,12.06,11.92,12.28,12.14,11.92,12.06,12.28,12.14,12.59,12.14,12.14,12.14,11.92,12.06,12.06,12.06,12.28,12.38,12.38,12.06,12.38,12.38,12.28,12.28,12.28,12.14,12.14,12.28,12.28,12.38,12.28,12.06,12.28,12.28,12.14,12.14,12.38,12.38,12.28,12.38,12.28,12.50,12.50,12.38,12.59,12.38,11.92,12.38,12.38,12.50,12.38,12.50,12.50,12.72,12.38,12.50,12.28,12.38,12.28,12.28,12.28,12.28,12.06,12.06,12.14,12.38,12.14,12.06,12.28,12.38,12.06,12.38,12.59,12.50,12.38,12.38,12.38,12.38,12.06,11.92,12.59,12.06,12.50,12.38,12.28,12.50,12.38,12.50,12.38,12.38,12.28,12.28,12.50,12.38,12.50,12.59,12.50,12.28,12.28,12.50,12.72,12.38,12.38,12.50,12.59,12.50,12.59,12.59,12.28,12.50,12.81,12.38,12.50,12.50,12.50,12.50,12.38,12.14,12.14,12.59,12.50,12.50,12.50,12.38,12.38,12.38,12.50,12.28,12.28,12.50,12.59,12.50,12.28,12.38,12.38,12.38,12.06,12.28,12.50,12.38,12.28,12.38,12.28,12.06,12.28,12.50,12.38,12.14,12.06,12.38,12.50,12.50,12.14,12.14,12.38,12.50,12.28,12.14,12.06,12.06,12.06,12.59,11.80,12.38,12.14,12.14,12.28,12.38,12.38,12.38,12.06,12.38,12.38,12.28,12.14,12.38,12.38,12.38,12.50,12.50,12.50,12.06,12.38,12.14,12.50,12.38,12.81,12.38,12.59,12.50,12.59,12.72,12.38,12.81,12.94,12.72,13.03,12.72,12.81
